573,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,493,560
509,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,419,570,571,571,571,571,571,571,571,572,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,426,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,419,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,427,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,426,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
509,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,390,436
485,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,501,437
